filename,speech_name,noise_name,realization,SNR,technique,pesq,stoi,srmr
F200501_SNOW4_-20,F200501,SNOW,4,-20.0,noisy,0.3041275441646576,0.22686069423347416,0.26453485237680957
F200501_SNOW4_-10,F200501,SNOW,4,-10.0,noisy,0.28241872787475586,0.31142237286812174,0.2876647562955689
F200501_SNOW4_-5,F200501,SNOW,4,-5.0,noisy,0.8501016497612,0.4170494715101686,0.3746251970166937
F200501_SNOW4_0,F200501,SNOW,4,0.0,noisy,1.1737297773361206,0.5499139652125722,0.7812890768330493
F200501_SNOW4_5,F200501,SNOW,4,5.0,noisy,1.5785424709320068,0.6856628692546122,2.1843762034569334
F200501_SNOW4_10,F200501,SNOW,4,10.0,noisy,1.987100601196289,0.8093056267094997,5.275743369494299
F200501_SNOW4_20,F200501,SNOW,4,20.0,noisy,2.724001169204712,0.9601984200505016,11.303665086635538
F200501_SNOW4_inf,F200501,SNOW,4,inf,noisy,4.5,0.9999999999999989,12.969130681099783
F200501_VACUUM0_-20,F200501,VACUUM,0,-20.0,noisy,1.029584288597107,0.3393678990361244,0.5386393081822753
F200501_VACUUM0_-10,F200501,VACUUM,0,-10.0,noisy,0.9292670488357544,0.45576351376094776,0.5829710370548837
F200501_VACUUM0_-5,F200501,VACUUM,0,-5.0,noisy,1.199643850326538,0.5319576063192135,0.7764961949499518
F200501_VACUUM0_0,F200501,VACUUM,0,0.0,noisy,1.3934165239334106,0.6151140146929733,1.4778001538076029
F200501_VACUUM0_5,F200501,VACUUM,0,5.0,noisy,1.6492747068405151,0.7090252711159336,3.381654497715257
F200501_VACUUM0_10,F200501,VACUUM,0,10.0,noisy,1.9342985153198242,0.8003315272713563,6.715847618153816
F200501_VACUUM0_20,F200501,VACUUM,0,20.0,noisy,2.600574016571045,0.9442656381391549,11.774450384829326
F200501_VACUUM0_inf,F200501,VACUUM,0,inf,noisy,4.5,0.9999999999999989,12.969130681099783
F200501_VACUUM1_-20,F200501,VACUUM,1,-20.0,noisy,0.7901044487953186,0.3007518626254686,0.8200030622533871
F200501_VACUUM1_-10,F200501,VACUUM,1,-10.0,noisy,0.7024827003479004,0.44674941962667497,0.8945741762838392
F200501_VACUUM1_-5,F200501,VACUUM,1,-5.0,noisy,1.336094617843628,0.5298386156449236,1.2736461245178445
F200501_VACUUM1_0,F200501,VACUUM,1,0.0,noisy,1.4451720714569092,0.6154756773058194,2.5031767197719965
F200501_VACUUM1_5,F200501,VACUUM,1,5.0,noisy,1.619661808013916,0.7088144220858004,5.101522138253972
F200501_VACUUM1_10,F200501,VACUUM,1,10.0,noisy,1.8854687213897705,0.807604533399731,8.336986295583824
F200501_VACUUM1_20,F200501,VACUUM,1,20.0,noisy,2.505974769592285,0.9530259483577235,12.031291058972997
F200501_VACUUM1_inf,F200501,VACUUM,1,inf,noisy,4.5,0.9999999999999989,12.969130681099783
F200501_VACUUM2_-20,F200501,VACUUM,2,-20.0,noisy,0.9509902596473694,0.3168540946137975,0.8490729444007887
F200501_VACUUM2_-10,F200501,VACUUM,2,-10.0,noisy,1.04441499710083,0.42498539483604,0.8914194377333832
F200501_VACUUM2_-5,F200501,VACUUM,2,-5.0,noisy,1.1398950815200806,0.5035250074815572,1.1735482932596146
F200501_VACUUM2_0,F200501,VACUUM,2,0.0,noisy,1.2898396253585815,0.5942507632824354,2.1612053749307876
F200501_VACUUM2_5,F200501,VACUUM,2,5.0,noisy,1.531989336013794,0.6921907563613614,4.472093217323318
F200501_VACUUM2_10,F200501,VACUUM,2,10.0,noisy,1.8315871953964233,0.8006210015330908,7.768049805304796
F200501_VACUUM2_20,F200501,VACUUM,2,20.0,noisy,2.5274336338043213,0.9517680891434371,11.989927772835586
F200501_VACUUM2_inf,F200501,VACUUM,2,inf,noisy,4.5,0.9999999999999989,12.969130681099783
F200501_VACUUM3_-20,F200501,VACUUM,3,-20.0,noisy,0.6434349417686462,0.3138089401655293,0.5546459835285983
F200501_VACUUM3_-10,F200501,VACUUM,3,-10.0,noisy,0.9862563014030457,0.4293510863921956,0.6295669373296671
F200501_VACUUM3_-5,F200501,VACUUM,3,-5.0,noisy,1.2279448509216309,0.5089541502072275,0.9892264028274654
F200501_VACUUM3_0,F200501,VACUUM,3,0.0,noisy,1.3522063493728638,0.6014636342159825,2.191233352738564
F200501_VACUUM3_5,F200501,VACUUM,3,5.0,noisy,1.5580310821533203,0.7024846199824581,4.850458132257417
F200501_VACUUM3_10,F200501,VACUUM,3,10.0,noisy,1.8369795083999634,0.8080728227738362,8.27034040940385
F200501_VACUUM3_20,F200501,VACUUM,3,20.0,noisy,2.495634078979492,0.9559012267611514,12.06449404106916
